maquina,tipo_rotura,cantidad,fecha
GLOBAL,Interferencia entre hilos,32.0,20260912
GLOBAL,Moña,21.0,20260912
GLOBAL,Nudo flojo,7.0,20260912
GLOBAL,Hilos sueltos,17.0,20260912
