maquina,tipo_rotura,cantidad,fecha
GLOBAL,Moña,23.0,20260902
GLOBAL,Interferencia entre hilos,16.0,20260902
GLOBAL,Queso picado interno (OE),6.0,20260902
GLOBAL,Cambio o transferencia,3.0,20260902
GLOBAL,Baquelita,1.0,20260902
GLOBAL,Nudo flojo,1.0,20260902
GLOBAL,Hilos sueltos,11.0,20260902
GLOBAL,Interferencia entre hilos,7.0,20260902
GLOBAL,Moña,7.0,20260902
GLOBAL,Queso picado externo,5.0,20260902
GLOBAL,Hilos sueltos,5.0,20260902
