maquina,tipo_rotura,cantidad,fecha
GLOBAL,Interferencia entre hilos,27.0,20260913
GLOBAL,Queso picado interno (OE),1.0,20260913
GLOBAL,Moña,1.0,20260913
GLOBAL,Hilos sueltos,4.0,20260913
