fecha,maquina,item,codigo,causa,hrs,porcentaje
20260908,GLOBAL,1,20,CAMBIO DE TITULO-CAMBIO ESTILO-ENSARTE,2.0,25.0
20260908,GLOBAL,1,43,FALTA DE MATERIAL (HILO PARA URDIR),3.67,45.88
20260908,GLOBAL,1,11,FALLA ELECTRICA.,7.98,99.75
20260908,GLOBAL,1,102,Planificacion,13.98,174.75
